mean_microseconds,tflops,index,tag,name,B,M,N,K1,K2,arithmetic_intensity,dtype,ok
4156.615734100342,529.0417484376762,206,llm,attention_128x8192x64x64x8192xf8E4M3FNUZ,128,8192,64,64,8192,8192.0,fp8,True
7181.325435638428,612.4282419061557,207,llm,attention_128x8192x128x128x8192xf8E4M3FNUZ,128,8192,128,128,8192,8192.0,fp8,True
16327.093124389648,538.7421358593385,208,llm,attention_128x16384x64x64x16384xf8E4M3FNUZ,128,16384,64,64,16384,16384.0,fp8,True
28062.39891052246,626.895302162479,209,llm,attention_128x16384x128x128x16384xf8E4M3FNUZ,128,16384,128,128,16384,16384.0,fp8,True
144.5479840040207,356.55708315216896,210,llm,attention_192x1024x64x64x1024xf8E4M3FNUZ,192,1024,64,64,1024,1024.0,fp8,True
271.7185616493225,379.36022654585184,211,llm,attention_192x1024x128x128x1024xf8E4M3FNUZ,192,1024,128,128,1024,1024.0,fp8,True
451.30205154418945,456.8080944959185,212,llm,attention_192x2048x64x64x2048xf8E4M3FNUZ,192,2048,64,64,2048,2048.0,fp8,True
808.0565333366394,510.257442896297,213,llm,attention_192x2048x128x128x2048xf8E4M3FNUZ,192,2048,128,128,2048,2048.0,fp8,True
1653.02312374115,498.86399590447047,214,llm,attention_192x4096x64x64x4096xf8E4M3FNUZ,192,4096,64,64,4096,4096.0,fp8,True
2877.4843215942383,573.1629636648174,215,llm,attention_192x4096x128x128x4096xf8E4M3FNUZ,192,4096,128,128,4096,4096.0,fp8,True
6312.845230102539,522.511603420764,216,llm,attention_192x8192x64x64x8192xf8E4M3FNUZ,192,8192,64,64,8192,8192.0,fp8,True
10889.057159423828,605.8439835579916,217,llm,attention_192x8192x128x128x8192xf8E4M3FNUZ,192,8192,128,128,8192,8192.0,fp8,True
24503.219604492188,538.4655464171375,218,llm,attention_192x16384x64x64x16384xf8E4M3FNUZ,192,16384,64,64,16384,16384.0,fp8,True
42398.353576660156,622.3892401602704,219,llm,attention_192x16384x128x128x16384xf8E4M3FNUZ,192,16384,128,128,16384,16384.0,fp8,True
36.521799862384796,0.02871096178039047,220,sdxl_unet,attention_1x4096x64x64x64xf16,1,4096,64,64,64,63.0154,fp16,True
35.670556128025055,0.05879224289279707,221,sdxl_unet,attention_2x1024x64x64x64xf16,2,1024,64,64,64,60.2353,fp16,True
35.17518937587738,0.11924040991450613,222,sdxl_unet,attention_4x4096x64x64x64xf16,4,4096,64,64,64,63.0154,fp16,True
34.38030928373337,0.2439945473081875,223,sdxl_unet,attention_8x1024x64x64x64xf16,8,1024,64,64,64,60.2353,fp16,True
266.6163146495819,322.18338188680946,224,sdxl_unet,attention_20x4096x64x64x4096xf16,20,4096,64,64,4096,2048.0,fp16,True
34.70274433493614,0.6043187765668271,225,sdxl_unet,attention_20x4096x64x64x64xf16,20,4096,64,64,64,63.0154,fp16,True
57.52783268690109,186.64736247650913,226,sdxl_unet,attention_40x1024x64x64x1024xf16,40,1024,64,64,1024,512.0,fp16,True
34.552279859781265,1.213900795264788,227,sdxl_unet,attention_40x1024x64x64x64xf16,40,1024,64,64,64,60.2353,fp16,True
35.21694242954254,0.02977475975087428,228,sdxl_unet,attention_1x4096x64x64x64xf8E4M3FNUZ,1,4096,64,64,64,126.0308,fp8,True
34.72914174199104,0.06038594375813012,229,sdxl_unet,attention_2x1024x64x64x64xf8E4M3FNUZ,2,1024,64,64,64,120.4706,fp8,True
34.28982570767403,0.1223191985796918,230,sdxl_unet,attention_4x4096x64x64x64xf8E4M3FNUZ,4,4096,64,64,64,126.0308,fp8,True
33.719759434461594,0.24877425404840944,231,sdxl_unet,attention_8x1024x64x64x64xf8E4M3FNUZ,8,1024,64,64,64,120.4706,fp8,True
229.79062795639038,373.81570642777456,232,sdxl_unet,attention_20x4096x64x64x4096xf8E4M3FNUZ,20,4096,64,64,4096,4096.0,fp8,True
33.83246436715126,0.6198638021876332,233,sdxl_unet,attention_20x4096x64x64x64xf8E4M3FNUZ,20,4096,64,64,64,126.0308,fp8,True
49.003615975379944,219.11481482090255,234,sdxl_unet,attention_40x1024x64x64x1024xf8E4M3FNUZ,40,1024,64,64,1024,1024.0,fp8,True
34.464236348867416,1.217001867542565,235,sdxl_unet,attention_40x1024x64x64x64xf8E4M3FNUZ,40,1024,64,64,64,120.4706,fp8,True
35.08702665567398,12.910322565812143,236,bert,attention_12x384x64x64x384xf16,12,384,64,64,384,192.0,fp16,True
35.650987178087234,22.588613436628176,237,bert,attention_768x4096x64x64x64xf16,768,4096,64,64,64,63.0154,fp16,True
35.10735183954239,12.902848214538087,238,bert,attention_12x384x64x64x384xf8E4M3FNUZ,12,384,64,64,384,384.0,fp8,True
35.2286621928215,22.85940816010028,239,bert,attention_768x4096x64x64x64xf8E4M3FNUZ,768,4096,64,64,64,126.0308,fp8,True
751.3121366500854,365.8637915389101,240,llama3_405b,attention_512x1024x128x128x1024xf16,512,1024,128,128,1024,512.0,fp16,True
2654.4549465179443,414.21370862531126,241,llama3_405b,attention_512x2048x128x128x2048xf16,512,2048,128,128,2048,1024.0,fp16,True
5656.547546386719,437.35178431873607,242,llama3_405b,attention_512x3072x128x128x3072xf16,512,3072,128,128,3072,1536.0,fp16,True
9543.237686157227,460.8547597513481,243,llama3_405b,attention_512x4096x128x128x4096xf16,512,4096,128,128,4096,2048.0,fp16,True
14802.407264709473,464.2452778598695,244,llama3_405b,attention_512x5120x128x128x5120xf16,512,5120,128,128,5120,2560.0,fp16,True
21143.07403564453,468.0305538022177,245,llama3_405b,attention_512x6144x128x128x6144xf16,512,6144,128,128,6144,3072.0,fp16,True
28726.953506469727,468.8634120991139,246,llama3_405b,attention_512x7168x128x128x7168xf16,512,7168,128,128,7168,3584.0,fp16,True
36385.66207885742,483.49226149270135,247,llama3_405b,attention_512x8192x128x128x8192xf16,512,8192,128,128,8192,4096.0,fp16,True
659.7263813018799,416.65441118417306,248,llama3_405b,attention_512x1024x128x128x1024xf8E4M3FNUZ,512,1024,128,128,1024,1024.0,fp8,True
2089.9925231933594,526.0840005762435,249,llama3_405b,attention_512x2048x128x128x2048xf8E4M3FNUZ,512,2048,128,128,2048,2048.0,fp8,True
4434.478282928467,557.8787412309234,250,llama3_405b,attention_512x3072x128x128x3072xf8E4M3FNUZ,512,3072,128,128,3072,3072.0,fp8,True
7562.863349914551,581.5319287970067,251,llama3_405b,attention_512x4096x128x128x4096xf8E4M3FNUZ,512,4096,128,128,4096,4096.0,fp8,True
11733.03508758545,585.6922460643714,252,llama3_405b,attention_512x5120x128x128x5120xf8E4M3FNUZ,512,5120,128,128,5120,5120.0,fp8,True
16517.14515686035,599.1110785796956,253,llama3_405b,attention_512x6144x128x128x6144xf8E4M3FNUZ,512,6144,128,128,6144,6144.0,fp8,True
22568.815231323242,596.7977185422812,254,llama3_405b,attention_512x7168x128x128x7168xf8E4M3FNUZ,512,7168,128,128,7168,7168.0,fp8,True
28828.54461669922,610.234969483182,255,llama3_405b,attention_512x8192x128x128x8192xf8E4M3FNUZ,512,8192,128,128,8192,8192.0,fp8,True
