index,tag,name,vmfb_hash,M,N,K,dtype,tA,tB,mean_microseconds,arithmetic_intensity,tflops,ok
161,llama13bskinny,gemm_1920_4_5120_f16_f32_tA,480125b2b1459889b550449303d0f5ab,1920,4,5120,f16,T,N,304.0,3.9886,0.2587,True
162,llama13bskinny,gemm_1920_8_5120_f16_f32_tA,b82d19962114f25c3b4a16cbe6b86a1c,1920,8,5120,f16,T,N,1910.0,7.9544,0.0823,True
163,llama13bskinny,gemm_1920_16_5120_f16_f32_tA,d725e694b5cec04fbee1188ae46f538f,1920,16,5120,f16,T,N,104.0,15.8187,3.0247,True
164,llama13bskinny,gemm_1920_32_5120_f16_f32_tA,d4c46fac4fe9cd35018f08b4156fc854,1920,32,5120,f16,T,N,108.0,31.2831,5.8254,True
165,llama13bskinny,gemm_5120_2_640_f16_f32_tA,64b12eed13df2d402d0936b5f0e068d2,5120,2,640,f16,T,N,85.0,1.993,0.1542,True
166,llama13bskinny,gemm_5120_4_640_f16_f32_tA,3f59583ea8b22067511912e46e675354,5120,4,640,f16,T,N,129.0,3.9721,0.2032,True
167,llama13bskinny,gemm_5120_8_640_f16_f32_tA,55124a1d84c4b9cff9a53271cc55e8ed,5120,8,640,f16,T,N,282.0,7.8891,0.1859,True
168,llama13bskinny,gemm_5120_16_640_f16_f32_tA,7e65c31c3ff3d834d3eab524d1684816,5120,16,640,f16,T,N,59.0,15.5623,1.7772,True
169,llama13bskinny,gemm_5120_32_640_f16_f32_tA,aa39ad9e5f1bed921d43ef97a195c89a,5120,32,640,f16,T,N,52.0,30.2959,4.033,True
170,llama13bskinny,gemm_3456_2_5120_f16_f32_tA,cb308f7a27b5665823a3ce5307401621,3456,2,5120,f16,T,N,288.0,1.9981,0.2458,True
171,llama13bskinny,gemm_3456_4_5120_f16_f32_tA,749bc6bb6cb7bf625ac2011110a10d98,3456,4,5120,f16,T,N,505.0,3.9923,0.2803,True
172,llama13bskinny,gemm_3456_8_5120_f16_f32_tA,9eebaf9ec259bf4c9b6c8ccc199a5703,3456,8,5120,f16,T,N,1940.0,7.9691,0.1459,True
173,llama13bskinny,gemm_3456_16_5120_f16_f32_tA,235e1e99a1ca4d7c4d40a64a0a522427,3456,16,5120,f16,T,N,106.0,15.8769,5.3418,True
174,llama13bskinny,gemm_3456_32_5120_f16_f32_tA,12c145a5a3249ce9aa3a53a7f7e3f546,3456,32,5120,f16,T,N,104.0,31.5113,10.8891,True
175,llama13bskinny,gemm_5120_2_1728_f16_f32_tA,3dce67a0d279b7c1fbd34a2e49ca7ac5,5120,2,1728,f16,T,N,189.0,1.9969,0.1872,True
176,llama13bskinny,gemm_5120_4_1728_f16_f32_tA,35f3409049c1abf5034ea416220dc401,5120,4,1728,f16,T,N,293.0,3.9877,0.2416,True
177,llama13bskinny,gemm_5120_8_1728_f16_f32_tA,f2d6a7a357c69d4f404863e38d10a6df,5120,8,1728,f16,T,N,676.0,7.9508,0.2094,True
178,llama13bskinny,gemm_5120_16_1728_f16_f32_tA,4d9338db112a0ad5453f5673b628010d,5120,16,1728,f16,T,N,64.0,15.8043,4.4237,True
179,llama13bskinny,gemm_5120_32_1728_f16_f32_tA,f075b951a9fb08e07f8eefafd2175b81,5120,32,1728,f16,T,N,60.0,31.2266,9.4372,True
180,llama13bskinny,gemm_32000_2_5120_bf16_f32_tA,786ea64c0114fb4ccc29a51642221030,32000,2,5120,bf16,T,N,5040.0,1.9991,0.13,True
181,llama13bskinny,gemm_32000_4_5120_bf16_f32_tA,874e7238fdf1d69ecd66cadc4fdf1ddb,32000,4,5120,bf16,T,N,8690.0,3.9964,0.1508,True
182,llama13bskinny,gemm_32000_8_5120_bf16_f32_tA,a2a50f977413f5ddba1c7ea0c2ea056c,32000,8,5120,bf16,T,N,3310.0,7.9855,0.792,True
183,llama13bskinny,gemm_32000_16_5120_bf16_f32_tA,733bb94ff35c0fcb2526dad54eb836d2,32000,16,5120,bf16,T,N,3330.0,15.9422,1.5744,True
184,llama13bskinny,gemm_32000_32_5120_bf16_f32_tA,370996f3b6591c056205965b077f16ad,32000,32,5120,bf16,T,N,1450.0,31.7697,7.2316,True
185,llama13bskinny,gemm_15360_2_5120_bf16_f32_tA,a500430342e6763cd8be527df2fc3fb8,15360,2,5120,bf16,T,N,2230.0,1.999,0.1411,True
186,llama13bskinny,gemm_15360_4_5120_bf16_f32_tA,8a063be870dce289d2827cfd3c3b4eeb,15360,4,5120,bf16,T,N,3660.0,3.9958,0.1719,True
187,llama13bskinny,gemm_15360_8_5120_bf16_f32_tA,fabe92e2db8c67aa7d724baf9d44e077,15360,8,5120,bf16,T,N,1940.0,7.9834,0.6486,True
188,llama13bskinny,gemm_15360_16_5120_bf16_f32_tA,1af22349391c1e9e40ec839a98f3f4e4,15360,16,5120,bf16,T,N,1960.0,15.9336,1.284,True
189,llama13bskinny,gemm_15360_32_5120_bf16_f32_tA,d70c72e9d81061ba854840337c656376,15360,32,5120,bf16,T,N,640.0,31.7355,7.8643,True
190,llama13bskinny,gemm_5120_2_5120_bf16_f32_tA,e0fd566e3f0b24fd776bf772b66b4c75,5120,2,5120,bf16,T,N,540.0,1.9984,0.1942,True
191,llama13bskinny,gemm_5120_4_5120_bf16_f32_tA,fe43c9e8cf33ab6c9599074da7eab839,5120,4,5120,bf16,T,N,1050.0,3.9938,0.1997,True
192,llama13bskinny,gemm_5120_8_5120_bf16_f32_tA,44e9e53aedc9007b3c56650a4432185b,5120,8,5120,bf16,T,N,1950.0,7.9751,0.2151,True
193,llama13bskinny,gemm_5120_16_5120_bf16_f32_tA,17ea42c50ff62384692730b49d5810f2,5120,16,5120,bf16,T,N,1960.0,15.9006,0.428,True
194,llama13bskinny,gemm_5120_32_5120_bf16_f32_tA,1f332fe837e49a3e5e2c14c91fe2a094,5120,32,5120,bf16,T,N,637.0,31.6049,2.6338,True
195,llama13bskinny,gemm_27648_2_5120_bf16_f32_tA,bbc0b39da8c38dd818937177fef84379,27648,2,5120,bf16,T,N,4150.0,1.9991,0.1364,True
196,llama13bskinny,gemm_27648_4_5120_bf16_f32_tA,d94bd768413a73077579d03f61c9762a,27648,4,5120,bf16,T,N,7200.0,3.9963,0.1573,True
197,llama13bskinny,gemm_27648_8_5120_bf16_f32_tA,6b6c90df4ccf447932af6b402375127a,27648,8,5120,bf16,T,N,3300.0,7.9852,0.6863,True
198,llama13bskinny,gemm_27648_16_5120_bf16_f32_tA,1bb5e84b04b1582c6815c9d8f4db3b54,27648,16,5120,bf16,T,N,3300.0,15.941,1.3727,True
199,llama13bskinny,gemm_27648_32_5120_bf16_f32_tA,0258877e64985e74f07ac85ce5f43525,27648,32,5120,bf16,T,N,813.0,31.7647,11.1435,True
200,llama13bskinny,gemm_5120_2_13824_bf16_f32_tA,06a9de7b78db8fb7a0fd7ea2935fb74c,5120,2,13824,bf16,T,N,2120.0,1.9989,0.1335,True
201,llama13bskinny,gemm_5120_4_13824_bf16_f32_tA,6c503d7ee009e97ae83e0036e08568e6,5120,4,13824,bf16,T,N,4170.0,3.9957,0.1358,True
202,llama13bskinny,gemm_5120_8_13824_bf16_f32_tA,5b2f16de71be8956f7197bced5c38961,5120,8,13824,bf16,T,N,5010.0,7.9829,0.226,True
203,llama13bskinny,gemm_5120_16_13824_bf16_f32_tA,5f3be83e988f41ef7e6ab0dbcb5e3f1d,5120,16,13824,bf16,T,N,5020.0,15.9318,0.4512,True
204,llama13bskinny,gemm_5120_32_13824_bf16_f32_tA,1498f21f4c16be53617c9c7e6750b9af,5120,32,13824,bf16,T,N,1650.0,31.7283,2.7454,True
205,llama13bskinny,gemm_16000_2_5120_bf16_f32_tA,a3d1d73e8bbcffae034a88a9fba1cbe7,16000,2,5120,bf16,T,N,2110.0,1.999,0.1553,True
206,llama13bskinny,gemm_16000_4_5120_bf16_f32_tA,433a7d8494fc630add8d87c8aa9b7a2b,16000,4,5120,bf16,T,N,3450.0,3.9959,0.19,True
207,llama13bskinny,gemm_16000_8_5120_bf16_f32_tA,24fcdd99ff82dabfd1c9ca9bfc5b6559,16000,8,5120,bf16,T,N,1950.0,7.9835,0.6722,True
208,llama13bskinny,gemm_16000_16_5120_bf16_f32_tA,8e11ef3c27ae6af8945ef548243b7877,16000,16,5120,bf16,T,N,1960.0,15.9343,1.3375,True
209,llama13bskinny,gemm_16000_32_5120_bf16_f32_tA,472dad7a59b04328cf7d78d9e7b79124,16000,32,5120,bf16,T,N,633.0,31.7382,8.2826,True
210,llama13bskinny,gemm_7680_2_5120_bf16_f32_tA,e1e8ff44dbdc35d46730222e670074f3,7680,2,5120,bf16,T,N,889.0,1.9987,0.1769,True
211,llama13bskinny,gemm_7680_4_5120_bf16_f32_tA,d537d0adb9363b3b139788569ade076b,7680,4,5120,bf16,T,N,1660.0,3.9948,0.1895,True
212,llama13bskinny,gemm_7680_8_5120_bf16_f32_tA,ce511ce03966d1407a5c6a68de6cab9e,7680,8,5120,bf16,T,N,1950.0,7.9792,0.3226,True
213,llama13bskinny,gemm_7680_16_5120_bf16_f32_tA,93192f5ad7e29fbd0da6a39bbf161cf1,7680,16,5120,bf16,T,N,1960.0,15.9171,0.642,True
214,llama13bskinny,gemm_7680_32_5120_bf16_f32_tA,4c4a21be25ebf9f6fc49aeb7fdae9b6c,7680,32,5120,bf16,T,N,620.0,31.6701,4.059,True
215,llama13bskinny,gemm_5120_2_2560_bf16_f32_tA,6831f5f3c4141ac9df682abb26d0ced9,5120,2,2560,bf16,T,N,271.0,1.9977,0.1935,True
216,llama13bskinny,gemm_5120_4_2560_bf16_f32_tA,fde489d85550aa5598217cbcc846d627,5120,4,2560,bf16,T,N,508.0,3.9906,0.2064,True
217,llama13bskinny,gemm_5120_8_2560_bf16_f32_tA,8b610bc3e613dc22fe12270c79b34ff5,5120,8,2560,bf16,T,N,969.0,7.9627,0.2164,True
218,llama13bskinny,gemm_5120_16_2560_bf16_f32_tA,70de4369267853646bb2a561b7371ee6,5120,16,2560,bf16,T,N,969.0,15.8514,0.4328,True
219,llama13bskinny,gemm_5120_32_2560_bf16_f32_tA,32b101d13c75ddcc66fdc8d04a2a9f06,5120,32,2560,bf16,T,N,352.0,31.411,2.3831,True
220,llama13bskinny,gemm_13824_2_5120_bf16_f32_tA,cbea61469d70ca42251ae4fe1e58f777,13824,2,5120,bf16,T,N,1750.0,1.9989,0.1618,True
221,llama13bskinny,gemm_13824_4_5120_bf16_f32_tA,d8cb3f49abc253f6e3a859c4ccd2e3a6,13824,4,5120,bf16,T,N,3010.0,3.9957,0.1881,True
222,llama13bskinny,gemm_13824_8_5120_bf16_f32_tA,790e28bcb783cb241729795252f77cb6,13824,8,5120,bf16,T,N,1950.0,7.9829,0.5807,True
223,llama13bskinny,gemm_13824_16_5120_bf16_f32_tA,11b217bb35e0f1b100b2d21ddb2d6be0,13824,16,5120,bf16,T,N,1970.0,15.9318,1.1497,True
224,llama13bskinny,gemm_13824_32_5120_bf16_f32_tA,e6bc7dcdb4e2e7f905d681225a03628e,13824,32,5120,bf16,T,N,633.0,31.7283,7.1562,True
225,llama13bskinny,gemm_5120_2_6912_bf16_f32_tA,cd43e735427b39886e0b5206b9810b62,5120,2,6912,bf16,T,N,901.0,1.9986,0.1571,True
226,llama13bskinny,gemm_5120_4_6912_bf16_f32_tA,1f3b3d1d4a9a92b8459a6e3d0b783a59,5120,4,6912,bf16,T,N,1670.0,3.9946,0.1695,True
227,llama13bskinny,gemm_5120_8_6912_bf16_f32_tA,307eddcf5a993a9d42a35b2a4818db55,5120,8,6912,bf16,T,N,2600.0,7.9783,0.2178,True
228,llama13bskinny,gemm_5120_16_6912_bf16_f32_tA,c832ea552082c638c84792e8dc7b9b2b,5120,16,6912,bf16,T,N,2580.0,15.9134,0.4389,True
229,llama13bskinny,gemm_5120_32_6912_bf16_f32_tA,bd0582f07338da6b17a91e9695d24293,5120,32,6912,bf16,T,N,830.0,31.6556,2.7288,True
230,llama13bskinny,gemm_8000_2_5120_bf16_f32_tA,0702fd1683a06cf9238caf5e5fe38c45,8000,2,5120,bf16,T,N,742.0,1.9987,0.2208,True
231,llama13bskinny,gemm_8000_4_5120_bf16_f32_tA,9f96799257c1a1952269fb98001b6b32,8000,4,5120,bf16,T,N,1090.0,3.9949,0.3006,True
232,llama13bskinny,gemm_8000_8_5120_bf16_f32_tA,ef10ec9fc00ad35df15fb30910b780ec,8000,8,5120,bf16,T,N,1930.0,7.9796,0.3396,True
233,llama13bskinny,gemm_8000_16_5120_bf16_f32_tA,4ddeeeb864bd1ee8981b24d056f4f590,8000,16,5120,bf16,T,N,1940.0,15.9184,0.6756,True
234,llama13bskinny,gemm_8000_32_5120_bf16_f32_tA,1ac963a3be4aed05026fabf3e82fbaa8,8000,32,5120,bf16,T,N,606.0,31.6753,4.3258,True
235,llama13bskinny,gemm_3840_2_5120_bf16_f32_tA,0a2e3eed0b7412fb89125b1074ac839e,3840,2,5120,bf16,T,N,394.0,1.9982,0.1996,True
236,llama13bskinny,gemm_3840_4_5120_bf16_f32_tA,820a115b4931f889783becc247317690,3840,4,5120,bf16,T,N,661.0,3.9927,0.238,True
237,llama13bskinny,gemm_3840_8_5120_bf16_f32_tA,f33ea2627fd22993976e8f140684d374,3840,8,5120,bf16,T,N,1940.0,7.9709,0.1622,True
238,llama13bskinny,gemm_3840_16_5120_bf16_f32_tA,8bc1056c3ed2faae5b813e62d736dc68,3840,16,5120,bf16,T,N,1960.0,15.8842,0.321,True
239,llama13bskinny,gemm_3840_32_5120_bf16_f32_tA,e547e675909490a79384fa2bcf8ddb49,3840,32,5120,bf16,T,N,623.0,31.54,2.0197,True
240,llama13bskinny,gemm_5120_2_1280_bf16_f32_tA,dc63bd4e3e985607fdcb689d0a8dc511,5120,2,1280,bf16,T,N,138.0,1.9961,0.19,True
241,llama13bskinny,gemm_5120_4_1280_bf16_f32_tA,6a373b6d3db05184431970121daa1800,5120,4,1280,bf16,T,N,208.0,3.9844,0.2521,True
242,llama13bskinny,gemm_5120_8_1280_bf16_f32_tA,312713465a628d04213fd3d5d0a07109,5120,8,1280,bf16,T,N,522.0,7.938,0.2009,True
243,llama13bskinny,gemm_5120_16_1280_bf16_f32_tA,fc73581d2f5165afa43d8af3b0304d0d,5120,16,1280,bf16,T,N,525.0,15.7538,0.3995,True
244,llama13bskinny,gemm_5120_32_1280_bf16_f32_tA,733d8504267fb686544440a5794966a7,5120,32,1280,bf16,T,N,188.0,31.0303,2.231,True
245,llama13bskinny,gemm_6912_2_5120_bf16_f32_tA,98e749d6e01d8711a47a2828b672e56d,6912,2,5120,bf16,T,N,728.0,1.9986,0.1944,True
246,llama13bskinny,gemm_6912_4_5120_bf16_f32_tA,fcaa7c01879489151eb7919564d3cd5c,6912,4,5120,bf16,T,N,1240.0,3.9946,0.2283,True
247,llama13bskinny,gemm_6912_8_5120_bf16_f32_tA,7da219f2dc07a493627814fb0da15bfa,6912,8,5120,bf16,T,N,1940.0,7.9783,0.2919,True
248,llama13bskinny,gemm_6912_16_5120_bf16_f32_tA,8e8cff15b38fca6224951e2957065ffc,6912,16,5120,bf16,T,N,1950.0,15.9134,0.5807,True
249,llama13bskinny,gemm_6912_32_5120_bf16_f32_tA,14eedc1649cbdfb6cee8853da915a55d,6912,32,5120,bf16,T,N,629.0,31.6556,3.6008,True
250,llama13bskinny,gemm_5120_2_3456_bf16_f32_tA,64f3966afaffc2bc72256cc78b7208dc,5120,2,3456,bf16,T,N,362.0,1.9981,0.1955,True
251,llama13bskinny,gemm_5120_4_3456_bf16_f32_tA,e57ea1d96c867741eb7b98c8b46b97be,5120,4,3456,bf16,T,N,590.0,3.9923,0.2399,True
252,llama13bskinny,gemm_5120_8_3456_bf16_f32_tA,86b08963129814d5e5fca90b18af9c54,5120,8,3456,bf16,T,N,1280.0,7.9691,0.2212,True
253,llama13bskinny,gemm_5120_16_3456_bf16_f32_tA,df5a1c0c8a24703c1235ec486f649db8,5120,16,3456,bf16,T,N,1290.0,15.8769,0.4389,True
254,llama13bskinny,gemm_5120_32_3456_bf16_f32_tA,59804b55d2e02a13010261762c092f67,5120,32,3456,bf16,T,N,453.0,31.5113,2.4999,True
255,llama13bskinny,gemm_4000_2_5120_bf16_f32_tA,cededdaa20106309f357e258952bb1bd,4000,2,5120,bf16,T,N,294.0,1.9982,0.2786,True
256,llama13bskinny,gemm_4000_4_5120_bf16_f32_tA,ebe05d452518a097e4e01a5e9e7653ec,4000,4,5120,bf16,T,N,511.0,3.9929,0.3206,True
257,llama13bskinny,gemm_4000_8_5120_bf16_f32_tA,7bedd8c59c0a672d248a58e8fe3d53dd,4000,8,5120,bf16,T,N,1670.0,7.9716,0.1962,True
258,llama13bskinny,gemm_4000_16_5120_bf16_f32_tA,0129fa04aac9aaf9cd4f470d781b7c12,4000,16,5120,bf16,T,N,1760.0,15.8868,0.3724,True
259,llama13bskinny,gemm_4000_32_5120_bf16_f32_tA,39ae561156896e995ffdc9c1333ad7ab,4000,32,5120,bf16,T,N,613.0,31.5504,2.1382,True
260,llama13bskinny,gemm_1920_2_5120_bf16_f32_tA,abd08766d8d8b020859d1ec70a103276,1920,2,5120,bf16,T,N,157.0,1.9971,0.2505,True
261,llama13bskinny,gemm_1920_4_5120_bf16_f32_tA,0c059f7c3fd415e59110319a92fbf9a6,1920,4,5120,bf16,T,N,292.0,3.9886,0.2693,True
262,llama13bskinny,gemm_1920_8_5120_bf16_f32_tA,e4391bf00c4644384f9f1bbcbb559e42,1920,8,5120,bf16,T,N,1920.0,7.9544,0.0819,True
263,llama13bskinny,gemm_1920_16_5120_bf16_f32_tA,94a7a6234b509d12c1c4e6a11a74443a,1920,16,5120,bf16,T,N,1920.0,15.8187,0.1638,True
264,llama13bskinny,gemm_1920_32_5120_bf16_f32_tA,d79cf0ca42fc97cf5bd24f872db41bda,1920,32,5120,bf16,T,N,630.0,31.2831,0.9986,True
265,llama13bskinny,gemm_5120_2_640_bf16_f32_tA,24288a2d38eed9049d7b266a9ec561ad,5120,2,640,bf16,T,N,91.0,1.993,0.144,True
266,llama13bskinny,gemm_5120_4_640_bf16_f32_tA,8429af314cb28430086903cb6ce8f589,5120,4,640,bf16,T,N,128.0,3.9721,0.2048,True
267,llama13bskinny,gemm_5120_8_640_bf16_f32_tA,d3c523dcb06abb03fe0c442c10fe64af,5120,8,640,bf16,T,N,278.0,7.8891,0.1886,True
268,llama13bskinny,gemm_5120_16_640_bf16_f32_tA,d56e91cd5570df8e5b8ad81f8af9df02,5120,16,640,bf16,T,N,279.0,15.5623,0.3758,True
269,llama13bskinny,gemm_5120_32_640_bf16_f32_tA,0dc0e4bbe1f36815ca0effe1ce02b698,5120,32,640,bf16,T,N,127.0,30.2959,1.6513,True
270,llama13bskinny,gemm_3456_2_5120_bf16_f32_tA,55ff6dfc8924ee04550bc9f1b59f9b5f,3456,2,5120,bf16,T,N,308.0,1.9981,0.2298,True
271,llama13bskinny,gemm_3456_4_5120_bf16_f32_tA,2165f721b068150e36d12b31dc5a34ba,3456,4,5120,bf16,T,N,522.0,3.9923,0.2712,True
272,llama13bskinny,gemm_3456_8_5120_bf16_f32_tA,dc273db9c40490f026f13f309ba8afda,3456,8,5120,bf16,T,N,1950.0,7.9691,0.1452,True
273,llama13bskinny,gemm_3456_16_5120_bf16_f32_tA,753de14c83041883c1e247eb2e617185,3456,16,5120,bf16,T,N,1950.0,15.8769,0.2904,True
274,llama13bskinny,gemm_3456_32_5120_bf16_f32_tA,a096ff8eaa58f08ee93ae686f8cc84b2,3456,32,5120,bf16,T,N,628.0,31.5113,1.8033,True
275,llama13bskinny,gemm_5120_2_1728_bf16_f32_tA,b2da99f6cabedb75e8efedb59d5a0b50,5120,2,1728,bf16,T,N,171.0,1.9969,0.207,True
276,llama13bskinny,gemm_5120_4_1728_bf16_f32_tA,50cd2ff15ef11e5264b3913c5f3936e6,5120,4,1728,bf16,T,N,269.0,3.9877,0.2631,True
277,llama13bskinny,gemm_5120_8_1728_bf16_f32_tA,ec4c19d2b49a3386466c62b8ab3b792f,5120,8,1728,bf16,T,N,675.0,7.9508,0.2097,True
278,llama13bskinny,gemm_5120_16_1728_bf16_f32_tA,76a2ce64a1127e371b909237f2572085,5120,16,1728,bf16,T,N,680.0,15.8043,0.4163,True
279,llama13bskinny,gemm_5120_32_1728_bf16_f32_tA,1f9e89bcad09466f869732311d38c67c,5120,32,1728,bf16,T,N,246.0,31.2266,2.3018,True
280,llama70bskinny,gemm_32000_2_8192_f16_f32_tA,a964be9eeab32986a2193b7c8068e0f6,32000,2,8192,f16,T,N,8480.0,1.9994,0.1237,True
281,llama70bskinny,gemm_32000_4_8192_f16_f32_tA,004ec968c8a6881796c11d6c0dd0be0b,32000,4,8192,f16,T,N,16700.0,3.9975,0.1256,True
282,llama70bskinny,gemm_32000_8_8192_f16_f32_tA,5c8720778af5fce531bc16ccbe983c5d,32000,8,8192,f16,T,N,5200.0,7.9902,0.8066,True
283,llama70bskinny,gemm_32000_16_8192_f16_f32_tA,31ad776d7c3cb9e55555e81861da70ed,32000,16,8192,f16,T,N,193.0,15.9608,43.4643,True
284,llama70bskinny,gemm_32000_32_8192_f16_f32_tA,e34d77122ae90723bbc75031619c5e54,32000,32,8192,f16,T,N,198.0,31.8438,84.7334,True
285,llama70bskinny,gemm_10240_2_8192_f16_f32_tA,c686fcbf5fa680f461b4ebb2b0f8d535,10240,2,8192,f16,T,N,2080.0,1.9991,0.1613,True
286,llama70bskinny,gemm_10240_4_8192_f16_f32_tA,a890d3c5d684e76db479e4116a7b324d,10240,4,8192,f16,T,N,4070.0,3.9965,0.1649,True
287,llama70bskinny,gemm_10240_8_8192_f16_f32_tA,99bbd6f0b006152631c123e92edcb923,10240,8,8192,f16,T,N,3050.0,7.986,0.4401,True
288,llama70bskinny,gemm_10240_16_8192_f16_f32_tA,75bd3523a9f93011e8ba92ba7b2ed28a,10240,16,8192,f16,T,N,133.0,15.9439,20.1831,True
289,llama70bskinny,gemm_10240_32_8192_f16_f32_tA,7aa370cd1b8daeb0221d9e4281981487,10240,32,8192,f16,T,N,123.0,31.7766,43.648,True
290,llama70bskinny,gemm_8192_2_8192_f16_f32_tA,9280a7288913a11307cddab15ee847c3,8192,2,8192,f16,T,N,1760.0,1.999,0.1525,True
291,llama70bskinny,gemm_8192_4_8192_f16_f32_tA,098e4b7bd579033322e8b9a2e815a708,8192,4,8192,f16,T,N,3300.0,3.9961,0.1627,True
292,llama70bskinny,gemm_8192_8_8192_f16_f32_tA,4f4fe6e9c6a6551105930719f61be691,8192,8,8192,f16,T,N,3010.0,7.9844,0.3567,True
293,llama70bskinny,gemm_8192_16_8192_f16_f32_tA,7c2599fd7504f5e1f409741f4d4007c6,8192,16,8192,f16,T,N,142.0,15.9377,15.1231,True
294,llama70bskinny,gemm_8192_32_8192_f16_f32_tA,556cf06869ec31fdc4b702ded74efdcf,8192,32,8192,f16,T,N,140.0,31.7519,30.6783,True
295,llama70bskinny,gemm_57344_2_8192_f16_f32_tA,58cfb0c3ccd04ea69ec9ca6cc985cad8,57344,2,8192,f16,T,N,13400.0,1.9994,0.1402,True
296,llama70bskinny,gemm_57344_4_8192_f16_f32_tA,eaf382a55c189444bef3d2fbe6ac80d4,57344,4,8192,f16,T,N,26000.0,3.9978,0.1445,True
297,llama70bskinny,gemm_57344_8_8192_f16_f32_tA,8deb85977575f33a00bd26775f0edc8b,57344,8,8192,f16,T,N,7560.0,7.9911,0.9942,True
298,llama70bskinny,gemm_57344_16_8192_f16_f32_tA,ba97e23d8067fa23c6dd6ca7f26517d6,57344,16,8192,f16,T,N,284.0,15.9644,52.9309,True
299,llama70bskinny,gemm_57344_32_8192_f16_f32_tA,ccc81315b97b065004967d5a867a6b1a,57344,32,8192,f16,T,N,287.0,31.8578,104.7553,True
300,llama70bskinny,gemm_8192_2_28672_f16_f32_tA,466bf7abfc1e5c2460a2ee533491a7e7,8192,2,28672,f16,T,N,7480.0,1.9994,0.1256,True
301,llama70bskinny,gemm_8192_4_28672_f16_f32_tA,6440475124ebac9e760b79e1fc22edc2,8192,4,28672,f16,T,N,15300.0,3.9975,0.1228,True
302,llama70bskinny,gemm_8192_8_28672_f16_f32_tA,a4ca7bcbfd6b13629440586492780c69,8192,8,28672,f16,T,N,10300.0,7.99,0.3649,True
303,llama70bskinny,gemm_8192_16_28672_f16_f32_tA,86ae45f75214f981594efd3af0664612,8192,16,28672,f16,T,N,346.0,15.9599,21.7231,True
304,llama70bskinny,gemm_8192_32_28672_f16_f32_tA,ec02453c0a9a181fbe09a4442b941bf5,8192,32,28672,f16,T,N,357.0,31.8401,42.1075,True
305,llama70bskinny,gemm_16000_2_8192_f16_f32_tA,2783d90c35a7a6548a514585a0e10c9e,16000,2,8192,f16,T,N,2670.0,1.9993,0.1964,True
306,llama70bskinny,gemm_16000_4_8192_f16_f32_tA,1ce0dd8d6b8350974b3b289ee6a37495,16000,4,8192,f16,T,N,4510.0,3.997,0.2325,True
307,llama70bskinny,gemm_16000_8_8192_f16_f32_tA,5493eb2dd29a7492aaa93cef1c738401,16000,8,8192,f16,T,N,3060.0,7.9882,0.6853,True
308,llama70bskinny,gemm_16000_16_8192_f16_f32_tA,5d05f6be74dd4053d1d3783c2966d8b4,16000,16,8192,f16,T,N,136.0,15.9529,30.8405,True
309,llama70bskinny,gemm_16000_32_8192_f16_f32_tA,84f06d337db6e9faafa21c9ac4ae5f21,16000,32,8192,f16,T,N,115.0,31.8121,72.9444,True
310,llama70bskinny,gemm_5120_2_8192_f16_f32_tA,7fdf6ff9e80788f17cd65de4b4195586,5120,2,8192,f16,T,N,914.0,1.9987,0.1836,True
311,llama70bskinny,gemm_5120_4_8192_f16_f32_tA,9c731682936ff38101eddc30f06172dc,5120,4,8192,f16,T,N,1920.0,3.9949,0.1748,True
312,llama70bskinny,gemm_5120_8_8192_f16_f32_tA,f573fd564272f05c8d2546ef8a984571,5120,8,8192,f16,T,N,3050.0,7.9797,0.22,True
313,llama70bskinny,gemm_5120_16_8192_f16_f32_tA,2d0e6849573dd54915e6cde0ff6292a2,5120,16,8192,f16,T,N,133.0,15.9192,10.0916,True
314,llama70bskinny,gemm_5120_32_8192_f16_f32_tA,2533689e57ca77cd835040175b007cb4,5120,32,8192,f16,T,N,130.0,31.6783,20.6489,True
315,llama70bskinny,gemm_8192_2_4096_f16_f32_tA,b59afd533b5484739181611be528cff6,8192,2,4096,f16,T,N,724.0,1.9985,0.1854,True
316,llama70bskinny,gemm_8192_4_4096_f16_f32_tA,48fb26288bcb3e35a9dd5190ef4db658,8192,4,4096,f16,T,N,1380.0,3.9941,0.1945,True
317,llama70bskinny,gemm_8192_8_4096_f16_f32_tA,c5c1843a10d7ed305ca684297d181bbb,8192,8,4096,f16,T,N,1550.0,7.9766,0.3464,True
318,llama70bskinny,gemm_8192_16_4096_f16_f32_tA,1de245a7d726e4a4e85b42691535da18,8192,16,4096,f16,T,N,93.0,15.9068,11.5456,True
319,llama70bskinny,gemm_8192_32_4096_f16_f32_tA,b27028c2ae379499d827d3877dd1c4f0,8192,32,4096,f16,T,N,97.0,31.6293,22.139,True
320,llama70bskinny,gemm_28672_2_8192_f16_f32_tA,1ed3844e96880b5b4fb15b665a9c1d75,28672,2,8192,f16,T,N,6560.0,1.9994,0.1432,True
321,llama70bskinny,gemm_28672_4_8192_f16_f32_tA,2d710d8b676a2e90816f341853f6bcd8,28672,4,8192,f16,T,N,12700.0,3.9975,0.148,True
322,llama70bskinny,gemm_28672_8_8192_f16_f32_tA,7d77597c03a91f60cc4b45458551cace,28672,8,8192,f16,T,N,5180.0,7.99,0.7255,True
323,llama70bskinny,gemm_28672_16_8192_f16_f32_tA,310dc3cd5b289ea194644a12a2a421c0,28672,16,8192,f16,T,N,178.0,15.9599,42.2258,True
