index,tag,name,M,N,K,dtype,A,B,mean_microseconds,arithmetic_intensity,tflops,ok
503,gpt4compute,rocblas,2048,2048,8192,fp16,N,N,155.35695,910.2222222222222,442.33281315061856,True
504,llama13bmatvec,rocblas,27648,1,5120,fp16,T,N,81.08006,0.9997685720897941,3.4918020534271923,True
505,llama13bskinny,rocblas,27648,16,5120,fp16,T,N,82.75413999999999,15.940959409594097,54.73863084070477,True
506,llama13bmatvecbf16,rocblas,6912,1,5120,bf16,T,N,21.09815,0.9996601271269172,3.3547434253714186,True
507,llama13bskinny,rocblas,5120,2,13824,fp16,T,N,38.59881,1.9989299709356971,7.334825089167256,True
508,llama13bmatvec,rocblas,8000,1,5120,fp16,T,N,23.95952,0.9996797900672441,3.4191002156971426,True
509,llama13bskinny,rocblas,32000,32,5120,fp16,T,N,95.60061999999999,31.769669893273765,109.6829706752948,True
510,llama70bskinny,rocblas,1280,32,8192,fp16,T,N,11.78979,31.100987091875474,56.921169927539,True
511,llama70bmatvecbf16,rocblas,28672,1,8192,bf16,T,N,129.68773,0.9998430770840235,3.6222551508920704,True
512,llama13bmatvec,rocblas,13824,1,5120,fp16,T,N,38.11203,0.9997324211546389,3.7142540032635365,True
513,llama70bskinny,rocblas,5120,2,8192,fp16,T,N,29.01738,1.998731274093593,5.781781814898519,True
514,llama13bskinnybf16,rocblas,7680,16,5120,bf16,T,N,23.615209999999998,15.917098445595855,53.283083233221305,True
515,gpt4memory,rocblas,16,8192,1024,fp16,N,N,7.74113,15.723608445297504,34.67652086969215,True
516,llama13bskinnybf16,rocblas,15360,2,5120,bf16,T,N,44.72522,1.9989588755856325,7.033454502850964,True
517,llama70bskinny,rocblas,57344,2,8192,fp16,T,N,249.68716,1.999442119944212,7.525610015348806,True
518,llama70bskinnybf16,rocblas,1280,32,8192,bf16,T,N,11.96788,31.100987091875474,56.07414512846051,True
519,llama13bskinny,rocblas,1920,32,5120,fp16,T,N,10.15134,31.283095723014256,61.97660604412816,True
520,llama13bskinnybf16,rocblas,27648,32,5120,bf16,T,N,88.93992,31.764705882352942,101.86310758993261,True
521,llama13bskinnybf16,rocblas,3840,8,5120,bf16,T,N,12.82274,7.970939283860924,24.532416628583285,True
522,llama70bskinny,rocblas,32000,16,8192,fp16,T,N,140.30211,15.960846049534736,59.78960687048827,True
523,gpt4memory,rocblas,16,16,65536,fp16,N,N,9.74766,7.999023556694739,3.442306358654282,True
524,llama70bskinnybf16,rocblas,8192,8,4096,bf16,T,N,26.19163,7.976630963972736,20.497804527629626,True
525,llama70bskinny,rocblas,5120,16,8192,fp16,T,N,29.90784,15.919160513019822,44.877105133637194,True
526,llama13bskinny,rocblas,27648,32,5120,fp16,T,N,88.31065,31.764705882352942,102.58894753916998,True
527,llama13bskinny,rocblas,15360,4,5120,fp16,T,N,43.75165,3.995837669094693,14.379928528409785,True
528,llama13bskinnybf16,rocblas,5120,8,640,bf16,T,N,6.24514,7.889060092449923,8.395136057798544,True
529,gpt4compute,rocblas,2048,2048,65536,fp16,N,N,1122.96299,1008.2461538461539,489.5582657519283,True
530,llama70bskinnybf16,rocblas,28672,2,8192,bf16,T,N,129.77084,1.999372406819846,7.239870651989307,True
531,llama70bskinnybf16,rocblas,57344,4,8192,bf16,T,N,250.68448999999998,3.9977691020635806,14.991339847152092,True
532,llama70bskinnybf16,rocblas,8192,2,14336,bf16,T,N,77.05514,1.9992329951539238,6.096440133649748,True
533,llama13bskinnybf16,rocblas,5120,2,1280,bf16,T,N,6.24514,1.996101364522417,4.197568028899272,True
534,llama70bskinnybf16,rocblas,8192,32,1024,bf16,T,N,8.25167,30.91320754716981,65.06209191593943,True
