M,N,K,Alpha,Beta,Transpose A,Transpose B,A Type,B Type,C Type,D Type,Batch Count,Iterations,,Subworkload,Unique Name,GEMM Performance (TFLOPs),Kernel Time (us),id
8192,1,3584,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),70b_fp8,70b_fp80,7.1687,8.1912,8192_1_3584_1_T_N
8192,1,1024,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,136422,GEMM Performance (TFLOPs),70b_fp8,70b_fp81,2.7599,6.0789,8192_1_1024_1_T_N
8192,2048,1024,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,56749,GEMM Performance (TFLOPs),70b_fp8,70b_fp810,2096.734,16.3873,8192_2048_1024_1_T_N
1280,2048,8192,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,49126,GEMM Performance (TFLOPs),70b_fp8,70b_fp811,2137.657,20.0919,1280_2048_8192_1_T_N
8192,16384,3584,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,2469,GEMM Performance (TFLOPs),70b_fp8,70b_fp812,2752.34,349.5472,8192_16384_3584_1_T_N
7168,16384,8192,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,1199,GEMM Performance (TFLOPs),70b_fp8,70b_fp813,2746.783,700.5086,7168_16384_8192_1_T_N
8192,16384,1024,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,8500,GEMM Performance (TFLOPs),70b_fp8,70b_fp814,2322.246,118.3673,8192_16384_1024_1_T_N
1280,16384,8192,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,6290,GEMM Performance (TFLOPs),70b_fp8,70b_fp815,2368.07,145.096,1280_16384_8192_1_T_N
7168,1,8192,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,74878,GEMM Performance (TFLOPs),70b_fp8,70b_fp82,10.4671,11.22,7168_1_8192_1_T_N
1280,1,8192,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,67834,GEMM Performance (TFLOPs),70b_fp8,70b_fp83,1.7114,12.2542,1280_1_8192_1_T_N
8192,128,3584,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),70b_fp8,70b_fp84,917.3337,8.1935,8192_128_3584_1_T_N
7168,128,8192,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,67926,GEMM Performance (TFLOPs),70b_fp8,70b_fp85,1223.913,12.2822,7168_128_8192_1_T_N
8192,128,1024,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,135696,GEMM Performance (TFLOPs),70b_fp8,70b_fp86,349.2522,6.1488,8192_128_1024_1_T_N
1280,128,8192,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,81522,GEMM Performance (TFLOPs),70b_fp8,70b_fp87,262.2689,10.2351,1280_128_8192_1_T_N
8192,2048,3584,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,20477,GEMM Performance (TFLOPs),70b_fp8,70b_fp88,2566.54,46.8565,8192_2048_3584_1_T_N
7168,2048,8192,1,0,T,N,f8_r,f8_r,bf16_r,bf16_r,1,8899,GEMM Performance (TFLOPs),70b_fp8,70b_fp89,2368.79,101.5363,7168_2048_8192_1_T_N
73,393216,105,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,6597,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x0,47.5111,126.8757,73_393216_105_1_T_N
256,4096,136,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,141633,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x0,48.426,5.8897,256_4096_136_1_N_N
16,33,96,1,0,N,T,f16_r,f16_r,f16_r,f16_r,4096,22264,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x1,11.0838,37.4633,16_33_96_4096_N_T
1024,4096,130,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,61723,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x1,80.9791,13.4667,1024_4096_130_1_T_N
96,33,16,1,0,T,N,f16_r,f16_r,f16_r,f16_r,4096,5,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x10,-1,-1,96_33_16_4096_T_N
256,4096,130,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x10,33.2957,8.1881,256_4096_130_1_T_N
1,4096,24,1,1,N,N,f16_r,f16_r,f16_r,f16_r,1,180858,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x11,0.0426,4.6163,1_4096_24_1_N_N
16,96,105,1,0,N,T,f16_r,f16_r,f16_r,f16_r,4096,5,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x11,-1,-1,16_96_105_4096_N_T
40,393216,16,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,45231,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x12,27.3165,18.4254,40_393216_16_1_N_N
112,80,393216,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,22453,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x12,179.0401,39.3567,112_80_393216_1_N_N
16,105,96,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,29076,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x13,46.092,28.6645,16_105_96_4096_N_N
1536,4096,1024,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,67895,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x13,922.536,13.9668,1536_4096_1024_1_T_N
24,1,4096,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,79216,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x14,0.0192,10.2485,24_1_4096_1_N_N
512,4096,1024,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x14,524.5486,8.1879,512_4096_1024_1_T_N
16,96,112,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,31330,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x15,52.955,26.6129,16_96_112_4096_N_N
1024,4096,1024,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,81415,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x15,838.4128,10.2455,1024_4096_1024_1_T_N
16,96,33,1,0,N,T,f16_r,f16_r,f16_r,f16_r,4096,5,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x16,-1,-1,16_96_33_4096_N_T
16,112,96,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,29055,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x16,49.123,28.6889,16_112_96_4096_N_N
24,4096,1,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,174110,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x17,0.0407,4.8335,24_4096_1_1_N_N
105,393216,73,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,8474,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x17,61.2865,98.3577,105_393216_73_1_N_N
256,130,4096,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,58195,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x18,18.9138,14.4143,256_130_4096_1_N_T
256,4096,256,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135698,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x18,87.423,6.1411,256_4096_256_1_T_N
80,393216,112,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,28713,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x19,230.2933,30.5976,80_393216_112_1_N_N
96,105,16,1,0,T,N,f16_r,f16_r,f16_r,f16_r,4096,5,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x19,-1,-1,96_105_16_4096_T_N
16,96,33,1,0,N,T,f16_r,f16_r,f16_r,f16_r,4096,36993,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x2,18.0837,22.9619,16_96_33_4096_N_T
136,4096,256,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,135729,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x2,46.4384,6.1417,136_4096_256_1_N_N
40,96,16,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,34862,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x20,21.0575,23.902,40_96_16_4096_N_N
1024,4096,136,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,135575,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x20,185.5945,6.147,1024_4096_136_1_N_N
130,256,4096,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,58187,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x21,19.0226,14.3319,130_256_4096_1_N_T
1024,20,4096,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,58157,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x21,11.7009,14.3384,1024_20_4096_1_N_T
112,393216,80,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,28198,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x22,227.3098,30.9992,112_393216_80_1_N_N
256,4096,2304,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x22,589.3597,8.1985,256_4096_2304_1_T_N
16,105,96,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,29076,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x23,46.0899,28.6658,16_105_96_4096_N_N
1536,4096,256,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x23,379.4143,8.49,1536_4096_256_1_T_N
16,96,40,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,36976,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x24,22.2558,22.6151,16_96_40_4096_N_N
73,393216,105,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,6590,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x24,47.7161,126.3306,73_393216_105_1_T_N
16,96,105,1,0,N,T,f16_r,f16_r,f16_r,f16_r,4096,33772,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x25,53.5828,24.6573,16_96_105_4096_N_T
256,4096,136,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,142449,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x25,48.5295,5.8771,256_4096_136_1_N_N
33,96,16,1,0,T,N,f16_r,f16_r,f16_r,f16_r,4096,19389,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x26,9.6548,43.0082,33_96_16_4096_T_N
40,16,393216,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,17752,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x26,11.6418,43.2335,40_16_393216_1_N_T
160,4096,2704,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x27,432.425,8.1961,160_4096_2704_1_T_N
1024,4096,24,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,135608,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x27,32.7621,6.1451,1024_4096_24_1_N_N
16,40,96,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,40709,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x28,24.5871,20.4707,16_40_96_4096_N_N
20,4096,1,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,209467,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x28,0.0436,3.7606,20_4096_1_1_N_N
16,393216,33,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,22615,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x29,11.2611,36.8734,16_393216_33_1_T_N
528,4096,256,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x29,149.227,7.4202,528_4096_256_1_T_N
24,4096,1024,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,135568,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x3,32.7518,6.147,24_4096_1024_1_N_N
2704,4096,160,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,63855,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x3,276.6956,12.809,2704_4096_160_1_T_N
105,73,393216,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,9267,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x30,67.0631,89.8855,105_73_393216_1_N_T
512,4096,96,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,142220,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x30,66.5361,6.0516,512_4096_96_1_T_N
20,4096,1024,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,59056,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x31,12.1464,13.8125,20_4096_1024_1_T_N
512,4096,768,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x31,423.2658,7.6104,512_4096_768_1_T_N
256,4096,1536,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x32,393.3365,8.1895,256_4096_1536_1_T_N
1024,4096,2704,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,45239,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x32,1122.873,20.2007,1024_4096_2704_1_T_N
1,4096,20,1,1,N,N,f16_r,f16_r,f16_r,f16_r,1,186883,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x33,0.0361,4.5365,1_4096_20_1_N_N
130,4096,1024,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,40695,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x33,53.2404,20.4829,130_4096_1024_1_N_N
96,4096,1024,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,135570,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x34,131.0096,6.1469,96_4096_1024_1_T_N
3856,4096,256,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,40529,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x34,392.8647,20.5837,3856_4096_256_1_T_N
16,96,105,1,0,N,T,f16_r,f16_r,f16_r,f16_r,4096,5,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x35,-1,-1,16_96_105_4096_N_T
1680,4096,256,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,81188,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x35,342.689,10.2811,1680_4096_256_1_T_N
130,1024,4096,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,44955,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x36,59.1503,18.4364,130_1024_4096_1_N_T
256,4096,130,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x36,33.2955,8.1882,256_4096_130_1_N_N
256,136,4096,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,90490,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x37,30.9501,9.2153,256_136_4096_1_N_N
1024,4096,3856,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,33952,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x37,1166.123,27.7385,1024_4096_3856_1_T_N
33,393216,16,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,22227,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x38,11.0321,37.6387,33_393216_16_1_N_N
130,4096,256,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x38,33.2659,8.1955,130_4096_256_1_T_N
16,33,96,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,40718,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x39,20.2844,20.4707,16_33_96_4096_N_N
33,16,393216,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,19385,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x39,9.6521,43.0202,33_16_393216_1_N_T
16,393216,40,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,40281,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x4,24.128,20.8603,16_393216_40_1_N_N
256,4096,3856,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,58197,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x4,564.349,14.3291,256_4096_3856_1_T_N
16,96,33,1,0,N,T,f16_r,f16_r,f16_r,f16_r,4096,36979,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x40,18.42,22.5427,16_96_33_4096_N_T
136,256,4096,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,67766,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x40,23.1428,12.324,136_256_4096_1_N_T
20,4096,1024,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,59636,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x41,12.1239,13.8382,20_4096_1024_1_T_N
105,96,16,1,0,T,N,f16_r,f16_r,f16_r,f16_r,4096,11156,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x41,17.7035,74.6295,105_96_16_4096_T_N
16,393216,33,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,22612,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x42,11.2619,36.8707,16_393216_33_1_T_N
96,4096,512,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,135631,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x43,65.5353,6.1441,96_4096_512_1_T_N
20,1,4096,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x5,0.02,8.1952,20_1_4096_1_N_N
136,4096,1024,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x5,139.3312,8.188,136_4096_1024_1_N_N
512,4096,64,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,123866,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x6,44.7304,6.0012,512_4096_64_1_T_N
1024,4096,20,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x6,20.4698,8.1961,1024_4096_20_1_N_N
136,1024,4096,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,70121,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x7,96.0137,11.8822,136_1024_4096_1_N_T
1024,24,4096,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,90609,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x7,21.9128,9.1876,1024_24_4096_1_N_N
96,112,16,1,0,T,N,f16_r,f16_r,f16_r,f16_r,4096,24772,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x8,42.3548,33.2734,96_112_16_4096_T_N
1024,4096,512,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x8,524.0158,8.1963,1024_4096_512_1_T_N
96,40,16,1,0,T,N,f16_r,f16_r,f16_r,f16_r,4096,40672,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x9,24.5605,20.4929,96_40_16_4096_T_N
112,96,16,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,29063,GEMM Performance (TFLOPs),WRI-dense_2x,WRI-dense_2x9,49.1276,28.6863,112_96_16_4096_N_N
2048,4096,4096,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,17918,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x0,1281.672,53.617,2048_4096_4096_1_T_N
3594,4096,2048,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,3305,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x0,237.9606,253.3921,3594_4096_2048_1_N_N
160,4096,72,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135691,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x1,15.3674,6.1411,160_4096_72_1_T_N
4096,4096,2048,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,17733,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x1,1255.068,54.7536,4096_4096_2048_1_T_N
32,1219,160,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,2505,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x10,149.1848,342.7196,32_1219_160_4096_N_N
32,1219,160,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,2538,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x10,150.0924,340.6474,32_1219_160_4096_N_N
160,4096,240,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,140859,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x11,41.8708,7.5129,160_4096_240_1_T_N
1219,296,655360,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,233,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x11,131.307,3601.781,1219_296_655360_1_N_T
160,1219,32,1,0,T,N,f16_r,f16_r,f16_r,f16_r,4096,1884,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x12,115.5431,442.5064,160_1219_32_4096_T_N
256,98304,64,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,58174,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x12,224.8065,14.3289,256_98304_64_1_T_N
3594,4608,4096,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,1564,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x13,255.8962,530.1719,3594_4608_4096_1_N_T
3600,4096,512,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,50925,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x13,877.1125,17.215,3600_4096_512_1_N_N
32,160,88,1,0,N,T,f16_r,f16_r,f16_r,f16_r,4096,23887,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x14,101.0941,36.5104,32_160_88_4096_N_T
160,4096,128,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,136913,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x14,27.3668,6.1305,160_4096_128_1_T_N
2816,4096,512,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,67888,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x15,881.9128,13.3927,2816_4096_512_1_T_N
5120,4096,4096,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,6903,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x15,1308.288,131.3157,5120_4096_4096_1_T_N
512,3594,4096,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,10757,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x16,193.5362,77.8889,512_3594_4096_1_N_T
1219,655360,296,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,210,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x16,118.8334,3979.85,1219_655360_296_1_N_N
160,1224,32,1,0,T,N,f16_r,f16_r,f16_r,f16_r,4096,1889,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x17,116.3501,441.2395,160_1224_32_4096_T_N
160,4096,64,1,0,N,N,f16_r,f16_r,f16_r,f16_r,144,12883,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x17,184.9218,65.3227,160_4096_64_144_N_N
2048,4096,1024,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,56376,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x18,1020.483,16.835,2048_4096_1024_1_T_N
39008,4096,512,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,4030,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x18,739.7226,221.1794,39008_4096_512_1_T_N
2048,4096,2816,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,25447,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x19,1258.97,37.5264,2048_4096_2816_1_T_N
3594,4096,512,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,10173,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x19,184.0123,81.9202,3594_4096_512_1_T_N
512,4096,3594,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,11674,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x2,210.9127,71.4719,512_4096_3594_1_N_N
512,4096,3600,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,58222,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x2,1000.911,15.0858,512_4096_3600_1_N_N
160,4096,32,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,134011,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x20,6.8753,6.1005,160_4096_32_1_T_N
4096,4096,2048,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,17445,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x20,1280.12,53.682,4096_4096_2048_1_T_N
32,88,160,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,24451,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x21,104.1671,35.4333,32_88_160_4096_N_N
480,4096,2048,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,79395,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x21,783.9479,10.2724,480_4096_2048_1_T_N
512,3600,4096,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,50942,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x22,921.4561,16.3866,512_3600_4096_1_N_N
2048,4096,3600,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,20091,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x22,1268.452,47.6155,2048_4096_3600_1_N_N
32,160,1224,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,2744,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x23,165.7336,309.7639,32_160_1224_4096_N_N
32,160,1219,1,0,N,T,f16_r,f16_r,f16_r,f16_r,4096,2924,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x24,178.1927,286.9286,32_160_1219_4096_N_T
296,655360,1224,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,1279,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x25,718.3528,661.0667,296_655360_1224_1_N_N
4608,4096,3594,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,1660,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x26,270.2356,502.0395,4608_4096_3594_1_T_N
4608,4096,3600,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,9233,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x27,1339.495,101.4528,4608_4096_3600_1_N_N
