M,N,K,Alpha,Beta,Transpose A,Transpose B,A Type,B Type,C Type,D Type,Batch Count,Iterations,,Subworkload,Unique Name,GEMM Performance (TFLOPs),Kernel Time (us),id
5692,1280,256,1,1,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,29088,GEMM Performance (TFLOPs),WRT2-T27,WRT2-T2710,130.1634,28.6587,5692_1280_256_1_T_N
5692,1536,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,9944,GEMM Performance (TFLOPs),WRT2-T27,WRT2-T2711,267.0091,83.8243,5692_1536_1280_1_N_T
256,1280,5692,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,26604,GEMM Performance (TFLOPs),WRT2-T27,WRT2-T2712,119.8768,31.1178,256_1280_5692_1_T_N
256,5692,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT2-T27,WRT2-T272,455.0006,8.1985,256_5692_1280_1_N_T
256,1280,5692,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,28659,GEMM Performance (TFLOPs),WRT2-T27,WRT2-T273,130.0749,28.6782,256_1280_5692_1_N_N
5692,1280,256,1,1,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,27144,GEMM Performance (TFLOPs),WRT2-T27,WRT2-T274,121.4883,30.7051,5692_1280_256_1_N_N
5692,1280,1536,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,7841,GEMM Performance (TFLOPs),WRT2-T27,WRT2-T275,210.6771,106.2377,5692_1280_1536_1_N_N
3840,1280,5692,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,2463,GEMM Performance (TFLOPs),WRT2-T27,WRT2-T276,165.3993,338.3004,3840_1280_5692_1_T_N
1536,1280,5692,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,7049,GEMM Performance (TFLOPs),WRT2-T27,WRT2-T277,189.1311,118.3404,1536_1280_5692_1_T_N
5692,3840,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,4166,GEMM Performance (TFLOPs),WRT2-T27,WRT2-T278,278.7729,200.7177,5692_3840_1280_1_N_T
5692,1280,3840,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,3584,GEMM Performance (TFLOPs),WRT2-T27,WRT2-T279,241.8588,231.3525,5692_1280_3840_1_N_N
3595,352,245760,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,205,GEMM Performance (TFLOPs),WRT2-T28,WRT2-T280,152.2445,4085.463,3595_352_245760_1_N_T
3595,245760,352,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,178,GEMM Performance (TFLOPs),WRT2-T28,WRT2-T281,132.5136,4693.775,3595_245760_352_1_N_N
352,245760,3600,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,1490,GEMM Performance (TFLOPs),WRT2-T28,WRT2-T282,1105.987,563.166,352_245760_3600_1_T_N
192,256,450560,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,11351,GEMM Performance (TFLOPs),WRT2-T29,WRT2-T290,550.7653,80.4187,192_256_450560_1_N_T
192,450560,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,12807,GEMM Performance (TFLOPs),WRT2-T29,WRT2-T291,613.6046,72.183,192_450560_256_1_N_N
256,450560,192,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,12299,GEMM Performance (TFLOPs),WRT2-T29,WRT2-T292,612.6686,72.2933,256_450560_192_1_T_N
256,512,680960,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,4491,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T300,901.505,198.0129,256_512_680960_1_N_T
256,40960,512,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,69817,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T301,918.263,11.6932,256_40960_512_1_N_N
256,232,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1280,11330,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3010,517.9149,75.1535,256_232_256_1280_N_N
65536,1280,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,17746,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3011,781.4485,54.9616,65536_1280_256_1_T_N
256,532,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1280,6343,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3012,643.3722,138.7296,256_532_256_1280_T_N
256,680960,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,7683,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3013,740.1919,120.5833,256_680960_256_1_N_N
256,296960,512,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,11439,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3014,922.4345,84.3922,256_296960_512_1_N_N
256,256,680960,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,7193,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3015,710.9829,125.5372,256_256_680960_1_N_T
256,296960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,16396,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3016,703.9236,55.2946,256_296960_256_1_T_N
256,680960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,7683,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3017,742.0219,120.2859,256_680960_256_1_T_N
256,1280,8192,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,50924,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3018,327.8351,16.3762,256_1280_8192_1_T_N
256,10240,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,135833,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3019,154.8256,8.669,256_10240_256_1_T_N
256,512,40960,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,40593,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T302,523.1434,20.5248,256_512_40960_1_N_T
512,296960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,9464,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3020,780.2584,99.7699,512_296960_256_1_T_N
512,680960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,3912,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3021,796.9242,223.9982,512_680960_256_1_T_N
256,532,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1280,6324,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3022,631.2536,141.3929,256_532_256_1280_N_N
256,296960,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,16336,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3023,713.0169,54.5894,256_296960_256_1_N_N
512,40960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,58144,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3024,748.2619,14.3498,512_40960_256_1_T_N
256,65536,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,21330,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3025,960.1486,44.7323,256_65536_1280_1_N_T
256,384,57600,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,36286,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3026,482.0434,23.493,256_384_57600_1_N_T
8192,1280,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,81426,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3027,524.2992,10.2398,8192_1280_256_1_N_N
256,1280,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,148232,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3028,28.158,5.9582,256_1280_256_1_N_N
256,512,296960,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,10142,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3029,824.3243,94.4365,256_512_296960_1_N_T
256,256,232,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1280,11439,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T303,519.2421,74.9614,256_256_232_1280_N_T
256,256,10240,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,67771,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3030,109.0452,12.3085,256_256_10240_1_N_T
256,10240,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,135632,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3031,218.4481,6.1441,256_10240_256_1_N_N
256,296960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,16417,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3032,703.7963,55.3045,256_296960_256_1_T_N
256,256,296960,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,14040,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3033,587.727,66.2266,256_256_296960_1_N_T
256,256,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135555,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3034,27.2875,6.1483,256_256_1280_1_N_T
256,232,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1280,11272,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3035,518.9559,75.0028,256_232_256_1280_T_N
256,680960,512,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,5027,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3036,951.8632,187.537,256_680960_512_1_N_N
8192,256,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,89040,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T3037,655.0203,8.1962,8192_256_1280_1_N_T
256,680960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,7568,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T304,736.776,121.1424,256_680960_256_1_T_N
256,1280,65536,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,17686,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T305,834.4251,51.4722,256_1280_65536_1_N_N
256,1280,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,154363,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T306,29.817,5.6267,256_1280_256_1_T_N
256,256,532,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1280,6443,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T307,649.5578,137.4085,256_256_532_1280_N_T
384,57600,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,50728,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T308,682.9967,16.5808,384_57600_256_1_T_N
256,57600,384,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,67384,GEMM Performance (TFLOPs),WRT2-T30,WRT2-T309,869.6685,13.0218,256_57600_384_1_N_N
49152,256,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,25347,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T310,876.0402,36.7703,49152_256_1280_1_N_T
256,1280,130880,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,9953,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T311,941.6256,91.0909,256_1280_130880_1_N_N
9600,1280,5632,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,8058,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3110,1179.317,117.3663,9600_1280_5632_1_T_N
2048,1280,130880,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,1584,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3111,1270.098,540.2638,2048_1280_130880_1_T_N
130880,1280,1024,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,3112,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3112,1204.475,284.8494,130880_1280_1024_1_T_N
32,4090,192,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1280,2468,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3113,189.9581,338.6543,32_4090_192_1280_N_N
4096,245760,1032,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,613,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3114,1285.931,1615.709,4096_245760_1032_1_N_N
256,130880,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,11164,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3115,998.6174,85.8923,256_130880_1280_1_N_T
9600,1280,98304,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,563,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3116,1309.561,1844.831,9600_1280_98304_1_N_N
130880,1280,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,8972,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3117,809.7975,105.9197,130880_1280_256_1_T_N
256,1280,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,148333,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3118,30.1346,5.5674,256_1280_256_1_T_N
256,1280,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,150059,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3119,30.0003,5.5924,256_1280_256_1_N_N
4090,1025,245760,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,72,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T312,176.5744,11669.73,4090_1025_245760_1_N_T
1025,245760,4090,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,48,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3120,116.6797,17660.1,1025_245760_4090_1_T_N
5632,1280,9600,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,7820,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3121,1140.521,121.3586,5632_1280_9600_1_N_N
130880,1280,2048,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,1715,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3122,1380.451,497.0755,130880_1280_2048_1_N_N
98304,1280,9600,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,584,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3123,1447.378,1669.169,98304_1280_9600_1_T_N
9600,1280,2304,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,20780,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3124,1191.46,47.5241,9600_1280_2304_1_T_N
2304,9600,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,21361,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3125,1259.742,44.9482,2304_9600_1280_1_N_T
9600,98304,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,565,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3126,1331.179,1814.872,9600_98304_1280_1_N_T
1024,1280,5632,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,56926,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3127,931.6858,15.8465,1024_1280_5632_1_T_N
1024,1280,1562,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,23951,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3128,117.6653,34.7995,1024_1280_1562_1_T_T
5632,1024,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,52113,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3129,916.4599,16.1098,5632_1024_1280_1_N_T
4090,192,32,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1280,737,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T313,56.6491,1135.59,4090_192_32_1280_T_N
2304,1280,9600,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,21432,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3130,1268.547,44.6362,2304_1280_9600_1_N_N
9600,1280,2304,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,20095,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3131,1189.838,47.5889,9600_1280_2304_1_N_N
9600,2304,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,22245,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3132,1297.113,43.6532,9600_2304_1280_1_N_T
1562,1024,1280,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,23874,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3133,117.4263,34.8703,1562_1024_1280_1_T_T
5632,9600,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,9069,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3134,1293.675,106.9914,5632_9600_1280_1_N_T
1024,1280,5632,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,57251,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3135,938.8218,15.726,1024_1280_5632_1_N_N
256,256,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135564,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3136,27.2924,6.1472,256_256_1280_1_N_T
5632,1280,1024,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,61708,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3137,1029.856,14.3359,5632_1280_1024_1_T_N
1024,5632,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,58164,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3138,1020.302,14.4702,1024_5632_1280_1_N_T
2304,1280,9600,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,21435,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3139,1256.438,45.0664,2304_1280_9600_1_T_N
49152,1280,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,23945,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T314,765.6078,42.0741,49152_1280_256_1_N_N
5632,1280,1024,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,58195,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3140,1015.868,14.5333,5632_1280_1024_1_N_N
130880,2048,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,1726,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T3141,1370.845,500.5587,130880_2048_1280_1_N_T
192,4096,32,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1280,2026,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T315,153.3354,420.1541,192_4096_32_1280_T_N
1024,130880,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,3200,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T316,1256.064,273.1501,1024_130880_1280_1_N_T
1024,1280,130880,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,3226,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T317,1270.704,270.0031,1024_1280_130880_1_N_N
256,1280,49152,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,21424,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T318,772.1215,41.7191,256_1280_49152_1_T_N
32,192,4090,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1280,2482,GEMM Performance (TFLOPs),WRT2-T31,WRT2-T319,190.4022,337.8645,32_192_4090_1280_N_T
256,512,680960,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,4566,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T320,939.0226,190.1015,256_512_680960_1_N_T
256,10240,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T320,158.9443,8.4443,256_10240_256_1_T_N
256,40960,512,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,67974,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T321,888.2262,12.0886,256_40960_512_1_N_N
512,296960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,9501,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T321,770.416,101.0445,512_296960_256_1_T_N
256,232,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1280,11329,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3210,523.0024,74.4225,256_232_256_1280_N_N
256,512,296960,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,9829,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3210,785.6079,99.0905,256_512_296960_1_N_T
256,256,10240,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,67819,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3211,108.9621,12.3178,256_256_10240_1_N_T
65536,1280,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,18467,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3211,789.9135,54.3726,65536_1280_256_1_T_N
256,532,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1280,6340,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3212,631.7248,141.2875,256_532_256_1280_T_N
256,10240,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3212,149.6524,8.9686,256_10240_256_1_N_N
256,296960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,16385,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3213,712.0004,54.6673,256_296960_256_1_T_N
256,680960,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,7693,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3213,718.5946,124.2074,256_680960_256_1_N_N
256,256,296960,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,14001,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3214,584.7879,66.5594,256_256_296960_1_N_T
256,296960,512,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,11394,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3214,967.2823,80.4794,256_296960_512_1_N_N
256,256,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135663,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3215,27.2939,6.1469,256_256_1280_1_N_T
256,256,680960,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,7077,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3215,664.6818,134.282,256_256_680960_1_N_T
256,232,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1280,11272,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3216,518.7435,75.0335,256_232_256_1280_T_N
256,296960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,16412,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3216,708.7195,54.9204,256_296960_256_1_T_N
256,680960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,7671,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3217,745.4946,119.7256,256_680960_256_1_T_N
256,680960,512,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,5049,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3217,977.1087,182.6916,256_680960_512_1_N_N
256,1280,8192,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,50919,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3218,327.8052,16.3777,256_1280_8192_1_T_N
8192,256,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T3218,655.0371,8.196,8192_256_1280_1_N_T
256,512,40960,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,40345,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T322,516.1373,20.8034,256_512_40960_1_N_T
512,680960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,3803,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T322,781.1591,228.5188,512_680960_256_1_T_N
256,256,232,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1280,11407,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T323,515.2502,75.5422,256_256_232_1280_N_T
256,532,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1280,6338,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T323,638.4971,139.7889,256_532_256_1280_N_N
256,296960,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,16442,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T324,694.8953,56.013,256_296960_256_1_N_N
256,680960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,7655,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T324,729.5509,122.3421,256_680960_256_1_T_N
256,1280,65536,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,17682,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T325,828.5308,51.8383,256_1280_65536_1_N_N
512,40960,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,58142,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T325,748.5292,14.3447,512_40960_256_1_T_N
256,1280,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,154120,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T326,31.1435,5.3871,256_1280_256_1_T_N
256,65536,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,21132,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T326,965.6867,44.4758,256_65536_1280_1_N_T
256,256,532,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1280,6544,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T327,615.9699,144.9012,256_256_532_1280_N_T
256,384,57600,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,36207,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T327,479.119,23.6363,256_384_57600_1_N_T
384,57600,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,50101,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T328,679.0106,16.6781,384_57600_256_1_T_N
8192,1280,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,79904,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T328,523.7623,10.2503,8192_1280_256_1_N_N
256,1280,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T329,17.0846,9.8201,256_1280_256_1_N_N
256,57600,384,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,67726,GEMM Performance (TFLOPs),WRT2-T32,WRT2-T329,874.8418,12.9448,256_57600_384_1_N_N
1024,1280,1562,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,23957,GEMM Performance (TFLOPs),WRT2-T33,WRT2-T330,117.2051,34.9361,1024_1280_1562_1_T_T
2126,192,32,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1280,1273,GEMM Performance (TFLOPs),WRT2-T33,WRT2-T330,51.0454,655.0847,2126_192_32_1280_T_N
1024,1280,5632,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,58167,GEMM Performance (TFLOPs),WRT2-T33,WRT2-T331,919.36,16.0589,1024_1280_5632_1_T_N
2126,245760,1025,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,105,GEMM Performance (TFLOPs),WRT2-T33,WRT2-T331,134.4548,7966.212,2126_245760_1025_1_N_N
